ID,Category,Language,Genre,Pubdate,Author_Last,Author_First,Work_Title,token_count,total_characters,avg_sentence_length,avg_word_length,speed_avg,circuitousness,volume,goodreads_avg,goodreads_URL,difficulty_score,difficulty_level
"2004_Picoult,Jodi_MySistersKeeper_BS.txt",FIC,English,Unkown,2004,Jodi,Picoult,MySistersKeeper,0.2034797131755661,44,0.1446274839588856,0.4799422787567774,0.7743653671804169,0.2776292035739759,-3.1141,4.09,https://www.goodreads.com/search?q=Picoult+Jodi+My+Sisters+Keeper,0.37012358640745635,Medium
"2004_Weatherford,Jack_GenghisKhanandtheMakingoftheModernWorld_HIST.txt",NON,English,Historical,2004,Weatherford,Jack,GenghisKhanandtheMakingoftheModernWorld,0.15780450941013272,70,0.44327903055852436,0.7982254919520075,0.5829555757026292,0.1622225430345062,-2.8735,4.01,https://www.goodreads.com/search?q=+Genghis+Khanandthe+Makingofthe+Modern+World,0.4574448822463992,Hard
"2005_Banville,John_TheSea_PW.txt",FIC,English,Unkown,2005,Banville,John,TheSea,0.07789947341904939,22,0.36134195633142474,0.5772393683901169,0.7591795104261106,0.21515180535524642,-2.9601,3.53,https://www.goodreads.com/search?q=John+Banville+The+Sea,0.4265066710756271,Hard
"2005_Barfoot,Joan_Luck_PW.txt",FIC,English,Unkown,2005,Barfoot,Joan,Luck,0.13132639047047212,16,0.1991893664529792,0.6122076410736476,0.7232547597461472,0.2866770628904837,-3.0285,3.17,https://www.goodreads.com/search?q=Joan+Barfoot+Luck,0.39731734172499666,Hard
"2005_Barnes,Julian_ArthurGeorge_PW.txt",FIC,English,Unkown,2005,Barnes,Julian,ArthurGeorge,0.23973857291731368,104,0.18420259760704333,0.6433645111585553,0.6447189483227562,0.2782438290883674,-3.0739,3.72,https://www.goodreads.com/search?q=Julian+Barnes+Arthur+George,0.39250009428778015,Hard
"2005_Barry,Sebastian_LongLongWay_PW.txt",FIC,English,Unkown,2005,Barry,Sebastian,LongLongWay,0.1322028751457932,49,0.22258897610606468,0.5500921845961374,0.6661378059836809,0.3544288056396893,-3.055,4.11,https://www.goodreads.com/search?q=Sebastian+Barry+Long+Long+Way,0.39412873959030026,Hard
"2005_Bergen,David_TheTimeinBetween_PW.txt",FIC,English,Unkown,2005,Bergen,David,TheTimeinBetween,0.10821480085854089,40,0.12629834372304807,0.5064839547572848,0.7035358114233907,0.25174346388646296,-2.982,4.15,https://www.goodreads.com/search?q=+The+Timein+Between,0.3410636292161962,Easy
"2005_Boyden,Joseph_ThreeDayRoad_PW.txt",FIC,English,Unkown,2005,Boyden,Joseph,ThreeDayRoad,0.2018371670911061,38,0.1573620105691461,0.48439854176933983,0.6391659111514052,0.31645066629693847,-3.0935,4.29,https://www.goodreads.com/search?q=Joseph+Boyden+Three+Day+Road,0.35539534372339115,Medium
"2005_Coffey,Wayne_TheBoysofWinter_NF.txt",NON,English,Mixed Genre,2005,Coffey,Wayne,TheBoysofWinter,0.10249763625195829,104,0.28037664225501463,0.6387797290648077,0.6874433363553945,0.26696616558011355,-2.9457,4.22,https://www.goodreads.com/search?q=+The+Boysof+Winter,0.41300060250176335,Hard
"2005_Connelly,Michael_TheLincolnLawyer_BS.txt",FIC,English,Unkown,2005,Michael,Connelly,TheLincolnLawyer,0.20925070912441252,74,0.10708988902033939,0.4895589071835938,0.5704895738893925,0.4487523816738682,-3.1064,4.18,https://www.goodreads.com/search?q=Connelly+Michael+The+Lincoln+Lawyer,0.354812210167914,Medium
"2005_Danticat,Edwidge_DewBreaker_PW.txt",FIC,English,Unkown,2005,Danticat,Edwidge,DewBreaker,0.08333781927852199,43,0.25614568859786213,0.5735106989545901,0.7226881233000907,0.1088944888102422,-2.8527,3.82,https://www.goodreads.com/search?q=Edwidge+Danticat+Dew+Breaker,0.36619615072019546,Medium
"2005_Dicker,John_UnitedStatesofWal-Mart_NF.txt",NON,English,Mixed Genre,2005,Dicker,John,UnitedStatesofWalMart,0.07551847174199604,22,0.3751550835632495,0.7372402981544056,0.7071622846781505,0.09279415905650694,-2.7854,3.0,https://www.goodreads.com/search?q=+United+Statesof+Wal+Mart,0.4275377206209871,Hard
"2005_Doctorow,EL_TheMarch_PW.txt",FIC,English,Unkown,2005,Doctorow,EL,TheMarch,0.14912662097904028,74,0.19788494215347274,0.5863934436858308,0.6578649138712603,0.32229675549196485,-3.0369,3.73,https://www.goodreads.com/search?q=EL+Doctorow+The+March,0.3875891673537571,Hard
"2005_Fried,Golda_Nellcott_PW.txt",FIC,English,Unkown,2005,Fried,Golda,Nellcott,0.04370000759159955,17,0.094342791217374,0.529719829411871,0.8309156844968268,0.21473729047344745,-2.9543,3.66,https://www.goodreads.com/search?q=Golda+Fried+Nellcott,0.3477473990008012,Easy
"2005_Gaitskill,Mary_Veronica_PW.txt",FIC,English,Unkown,2005,Gaitskill,Mary,Veronica,0.11002022126061961,46,0.13980832043193783,0.5151266387291417,0.8175430643699002,0.1826195339423367,-3.0127,3.4,https://www.goodreads.com/search?q=Mary+Gaitskill+Veronica,0.356002365663919,Medium
"2005_Gardner,Lisa_Alone_BS.txt",FIC,English,Unkown,2005,Lisa,Gardner,Alone,0.16243952600812991,50,0.08789627190962584,0.5780287702804482,0.5208522212148684,0.38728983023471547,-2.9514,3.97,https://www.goodreads.com/search?q=Gardner+Lisa+Alone,0.3398469985197072,Easy
"2005_Gibb,Camilla_SweetnessintheBelly_PW.txt",FIC,English,Unkown,2005,Gibb,Camilla,SweetnessintheBelly,0.12679351539369346,52,0.17510961638655745,0.5987941233307521,0.609020852221215,0.30400092622635655,-2.9421,3.91,https://www.goodreads.com/search?q=+Sweetnessinthe+Belly,0.3675754168110013,Medium
"2005_Giffin,Emily_SomethingBorrowed_BS.txt",FIC,English,Unkown,2005,Emily,Giffin,SomethingBorrowed,0.17452811307342456,49,0.09295888058734796,0.4889709357567164,0.7283544877606527,0.26842411447471676,-3.0494,3.87,https://www.goodreads.com/search?q=Giffin+Emily+Something+Borrowed,0.342490383081964,Easy
"2005_Gill,Charlotte_Ladykiller_PW.txt",FIC,English,Unkown,2005,Gill,Charlotte,Ladykiller,0.07949785019703652,23,0.0779095005825334,0.5706294640717072,0.7766319129646421,0.14611363711080266,-2.8874,3.49,https://www.goodreads.com/search?q=Charlotte+Gill+Ladykiller,0.3299976380238941,Easy
"2005_Gladwell,Malcom_Blink_NF.txt",NON,English,Mixed Genre,2005,Gladwell,Malcom,Blink,0.11663457490493247,77,0.24115294706844137,0.6560651204604822,0.5583635539437897,0.13256328856096153,-2.7195,4.15,https://www.goodreads.com/search?q=Malcom+Gladwell+Blink,0.35340773420407234,Medium
"2005_Ishiguro,Kazuo_NeverLetMeGo_PW.txt",FIC,English,Unkown,2005,Ishiguro,Kazuo,NeverLetMeGo,0.1407551571116034,28,0.2420644767988952,0.482579334956604,0.7611060743427018,0.3349751934283668,-3.1221,3.84,https://www.goodreads.com/search?q=Kazuo+Ishiguro+Never+Let+Me+Go,0.40242697929636345,Hard
"2005_Jin,Ha_WarTrash_PW.txt",FIC,English,Unkown,2005,Jin,Ha,WarTrash,0.19196946796690062,70,0.2055761766442185,0.6114343868341848,0.5978014505893021,0.2925231520855101,-3.0301,3.79,https://www.goodreads.com/search?q=Ha+Jin+War+Trash,0.381221597691755,Medium
"2005_Johnson,Craig_TheColdDish_MY.txt",FIC,English,Mystery,2005,Johnson,Craig,TheColdDish,0.20471783404763383,56,0.15427332731434126,0.515545529894081,0.7620126926563917,0.273455467522759,-3.1191,4.11,https://www.goodreads.com/search?q=Craig+Johnson+The+Cold+Dish,0.3769565196137121,Medium
"2005_Kramer,PeterD_AgainstDepression_NF.txt",NON,English,Mixed Genre,2005,Kramer,PeterD,AgainstDepression,0.134630806710974,52,0.23323116602291094,0.8739488005621011,0.5733227561196734,0.20334527803228356,-2.8206,4.03,https://www.goodreads.com/search?q=+Against+Depression,0.41355579742078236,Hard
"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt",FIC,English,Unkown,2005,Stieg,Larsson,TheGirlWithTheDragonTattoo,0.25308598521708525,82,0.1482350427033481,0.6173601948423858,0.4966001813236627,0.40022555327016507,-3.091,4.15,https://www.goodreads.com/search?q=Larsson+Stieg+The+Girl+With+The+Dragon+Tattoo,0.3726162972199557,Medium
"2005_Moore,Lisa_Alligator_PW.txt",FIC,English,Unkown,2005,Moore,Lisa,Alligator,0.11104853792694121,39,0.2007847531148145,0.5626759006006087,0.6934496826835905,0.21307923094625172,-2.9335,3.3,https://www.goodreads.com/search?q=Lisa+Moore+Alligator,0.36518124257322865,Medium
"2005_Pate,Kathy_Alphabet_PW.txt",FIC,English,Unkown,2005,Page,Kathy,Alphabet,0.14586775433583857,56,0.17477226887639333,0.49198243388866675,0.771078875793291,0.3462671505532344,-3.1089,3.58,https://www.goodreads.com/search?q=Kathy+Page+Alphabet,0.3888841481435403,Hard
"2005_Perl,Jed_NewArtCity_NF.txt",NON,English,Mixed Genre,2005,Perl,Jed,NewArtCity,0.31573600557637493,255,0.48297539236157905,0.7619052513116491,0.7894378966455122,0.1582775048491094,-3.1475,3.94,https://www.goodreads.com/search?q=Jed+Perl+New+Art+City,0.5183903488273655,Hard
"2005_Ravel,Edeet_WallofLight_PW.txt",FIC,English,Unkown,2005,Ravel,Edeet,WallofLight,0.10204628115143861,35,0.1816191549829341,0.5153085565487403,0.601087941976428,0.3990248894746095,-3.0079,3.5,https://www.goodreads.com/search?q=+Wallof+Light,0.3677746522099797,Medium
"2005_SafranFoer,Jonathan_ExtremelyLoudandIncrediblyClose_BS.txt",FIC,English,Unkown,2005,Jonathan,SafranFoer,ExtremelyLoudandIncrediblyClose,0.14151983822991504,26,0.12966029049186606,0.4152765529503778,0.17316409791477794,0.1734859129261463,-2.8924,3.97,https://www.goodreads.com/search?q=+Extremely+Loudand+Incredibly+Close,0.20543538372881176,Easy
"2005_Savan,Leslie_SlamDunks_NF.txt",NON,English,Mixed Genre,2005,Savan,Leslie,SlamDunks,0.14677322511853247,64,0.34449262756145266,0.6950950612617136,0.6223934723481417,0.10633879015970256,-2.7629,3.18,https://www.goodreads.com/search?q=Leslie+Savan+Slam+Dunks,0.4027905755342006,Hard
"2005_Sorrentino,Christopher_Trance_PW.txt",FIC,English,Unkown,2005,Sorrentino,Christopher,Trance,0.28805289274450124,92,0.1716045359451794,0.6327600895684906,0.5633499546690843,0.338248431632917,-3.0761,3.49,https://www.goodreads.com/search?q=Christopher+Sorrentino+Trance,0.38715834523210235,Hard
"2005_Steinke,Rene_HolySkirts_PW.txt",FIC,English,Unkown,2005,Steinke,Rene,HolySkirts,0.19194324244118235,54,0.1924311829504782,0.5730562367883651,0.8046237533998185,0.273398293056304,-3.1399,3.63,https://www.goodreads.com/search?q=Rene+Steinke+Holy+Skirts,0.4071393357781592,Hard
"2005_Tripp,CA_IntimateWorldofAbraham_NF.txt",NON,English,Mixed Genre,2005,Trip,CA,IntimateWorldofAbraham,0.16713251482087277,108,0.4438048604387691,0.7062937744483015,0.6613780598368086,0.17375749164180765,-2.9447,3.3,https://www.goodreads.com/search?q=+Intimate+Worldof+Abraham,0.4581405747991016,Hard
"2005_Vollmann,WilliamT_EuropeCentral_PW.txt",FIC,English,Unkown,2005,Vollmann,WilliamT,EuropeCentral,0.553854117062465,284,0.2506392518761443,0.6921308722393437,0.7326609247506799,0.2608199104361983,-3.4032,3.93,https://www.goodreads.com/search?q=+Europe+Central,0.4676995287543341,Hard
"2005_Walls,Jeannette_GlassCastle_NF.txt",NON,English,Mixed Genre,2005,Walls,Jeanette,GlassCastle,0.14388979758035017,46,0.20121890848289795,0.5097494387386833,0.634859474161378,0.23660652389249487,-2.9268,5.0,https://www.goodreads.com/search?q=Jeanette+Walls+Glass+Castle,0.3509977396614156,Medium
"2005_Warren,LouisS_BuffaloBillsAmerica_NF.txt",NON,English,Mixed Genre,2005,Warren,LouisS,BuffaloBillsAmerica,0.3744245912613788,176,0.42723179771885855,0.7991139265393149,0.601087941976428,0.18004668295186055,-3.0955,3.75,https://www.goodreads.com/search?q=+Buffalo+Bills+America,0.4816617087353161,Hard
"2005_Yarbrough,Steve_PrisonersofWar_PW.txt",FIC,English,Unkown,2005,Yarbrough,Steve,PrisonersofWar,0.10412775971897278,43,0.20898895560336003,0.5244075058097978,0.7228014505893021,0.3127057387441342,-3.0067,4.03,https://www.goodreads.com/search?q=+Prisonersof+War,0.3850924016815521,Hard
"2006_Behrens,Peter_LawofDreams_PW.txt",FIC,English,Unkown,2006,Behrens,Peter,LawofDreams,0.1724093666535539,51,0.09626027741891598,0.5653789791977896,0.5974614687216682,0.2784010588711187,-2.9389,3.0,https://www.goodreads.com/search?q=+Lawof+Dreams,0.3343673212491455,Easy
"2006_Brooks,Max_WorldWarZ_BS.txt",FIC,English,Unkown,2006,Max,Brooks,WorldWarZ,0.17367095246968536,34,0.1813521444589421,0.6117274001137736,0.6600181323662739,0.2254289157005373,-2.9543,4.01,https://www.goodreads.com/search?q=Brooks+Max+World+War+Z,0.37120762822076814,Medium
"2006_Campbell,Jack_TheLostFleet_SF.txt",FIC,English,Science Fiction,2006,Campbell,Jack,TheLostFleet,0.13784550404770285,31,0.1504564129077788,0.6553497883951365,0.7254079782411607,0.249685183094082,-3.002,3.96,https://www.goodreads.com/search?q=Jack+Campbell+The+Lost+Fleet,0.3850100642231798,Hard
"2006_Cole,Trevor_TheFearsomeParticles_PW.txt",FIC,English,Unkown,2006,Cole,Trevor,TheFearsomeParticles,0.13254794785261254,41,0.19566358765637248,0.5567167901953571,0.6537851314596556,0.2486703363145053,-2.941,3.45,https://www.goodreads.com/search?q=Trevor+Cole+The+Fearsome+Particles,0.36378832267607664,Medium
"2006_Dawkins,Richard_TheGodDelusion_NF.txt",NON,English,Mixed Genre,2006,Dawkins,Richard,TheGodDelusion,0.18521156407655093,90,0.3445675809734884,0.7641870852458512,0.5660698096101543,0.14562765414593495,-2.7859,3.9,https://www.goodreads.com/search?q=Richard+Dawkins+The+God+Delusion,0.4170683405000898,Hard
"2006_Dennett,DanielC_BreakingtheSpell_NF.txt",NON,English,Mixed Genre,2006,Dennett,DanielC,BreakingtheSpell,0.15904815144550957,32,0.46693844529698386,0.7879146511560384,0.6725974614687217,0.15862055164783959,-2.8925,3.89,https://www.goodreads.com/search?q=+Breakingthe+Spell,0.4798128815881661,Hard
"2006_Ehrenreich,Barbara_DancingInTheStreets_NF.txt",NON,English,Mixed Genre,2006,Ehrenreich,Barbara,DancingintheStreets,0.10958680994085454,37,0.5271895784529275,0.8833089960631315,0.7198549410698097,0.039124487395174185,-2.793,3.82,https://www.goodreads.com/search?q=+Dancinginthe+Streets,0.49757323943558673,Hard
"2006_Fisher,Karen_ASuddenCountry_PW.txt",FIC,English,Unkown,2006,Fisher,Karen,ASuddenCountry,0.1833826787304085,62,0.1183358108784537,0.5587031100215847,0.7370806890299186,0.29095085425799694,-3.1056,3.65,https://www.goodreads.com/search?q=Karen+Fisher+A+Sudden+Country,0.37118594179847697,Medium
"2006_Golden,Daniel_PriceofAdmission_NF.txt",NON,English,Mixed Genre,2006,Golden,Daniel,PriceofAdmission,0.1463094474005673,131,0.3498411397346183,0.8371001569737053,0.6414324569356302,0.14026754791577628,-2.876,3.63,https://www.goodreads.com/search?q=+Priceof+Admission,0.4433433190254646,Hard
"2006_Grandin,Greg_EmpiresWorkshop_HIST.txt",NON,English,Historical,2006,Grandin,Greg,EmpiresWorkshop,0.09497643153412424,49,0.6092174596372214,0.9732066104652755,0.7014959202175886,0.10024685075891955,-2.8471,4.04,https://www.goodreads.com/search?q=Greg+Grandin+Empires+Workshop,0.5472527573329355,Hard
"2006_Grenville,Kate_SecretRiver_PW.txt",FIC,English,Unkown,2006,Grenville,Kate,SecretRiver,0.15550908576437056,45,0.2290805960882309,0.5263725446454303,0.857320942883046,0.17858873405725734,-3.111,3.81,https://www.goodreads.com/search?q=Kate+Grenville+Secret+River,0.39673153172005304,Hard
"2006_Gruen,Sara_WaterforElephants_BS.txt",FIC,English,Unkown,2006,Sara,Gruen,WaterforElephants,0.1601344403265768,48,0.08671687380817227,0.4974642218598407,0.6075475974614688,0.38045748149333986,-3.0214,4.1,https://www.goodreads.com/search?q=+Waterfor+Elephants,0.33912236633803927,Easy
"2006_Hage,Rawi_DeNirosGame_PW.txt",FIC,English,Unkown,2006,Hage,Rawi,DeNirosGame,0.08955740974623354,35,0.11701024718156858,0.5187017277744678,0.6061876699909341,0.2969255860025471,-2.9218,3.77,https://www.goodreads.com/search?q=Rawi+Hage+De+Niros+Game,0.32842181188268377,Easy
"2006_Jacobs,Kate_FridayNightKnitting_BS.txt",FIC,English,Unkown,2006,Kate,Jacobs,FridayNightKnitting,0.18284436530777035,41,0.16038120448248946,0.5559000807342641,0.7615593834995468,0.2721261611776796,-3.0918,3.43,https://www.goodreads.com/search?q=Jacobs+Kate+Friday+Night+Knitting,0.384315922957822,Hard
"2006_Kalfus,Ken_DisorderPeculiar_PW.txt",FIC,English,Unkown,2006,Kalfus,Ken,DisorderPeculiar,0.10040925623028772,39,0.1654140367294658,0.6766572334907027,0.6350861287398004,0.25931908069175386,-2.8952,3.05,https://www.goodreads.com/search?q=Ken+Kalfus+Disorder+Peculiar,0.3738776252263199,Medium
"2006_Kean,ThomasH_Hamilton,LeeH_WithoutPrecedent-TheInsideStory_NF.txt",NON,English,Mixed Genre,2006,Kean,ThomasH,WithoutPrecendent,0.20201246402617032,101,0.37865891049360456,0.8305659740263069,0.6565049864007255,0.15872060696413587,-2.9696,4.36,https://www.goodreads.com/search?q=+Without+Precendent,0.4629572330289321,Hard
"2006_Kuczynski,Alex_BeautyJunkies_NF.txt",NON,English,Mixed Genre,2006,Kuczynski,Alex,BeautyJunkies,0.13011311483329538,48,0.30579273661321776,0.7289131261183462,0.48458748866727086,0.21202150331683375,-2.7853,3.58,https://www.goodreads.com/search?q=Alex+Kuczynski+Beauty+Junkies,0.389853556087785,Hard
"2006_Lam,Vincent_BloodlettingandMiraculousCures_PW.txt",FIC,English,Unkown,2006,Lam,Vincent,BloodlettingandMiraculousCures,0.11910943635824069,50,0.12082834306883261,0.5931135387464831,0.4758612873980055,0.22704409437789178,-2.759,3.51,https://www.goodreads.com/search?q=+Bloodlettingand+Miraculous+Cures,0.30736323066094995,Easy
"2006_Larsson,Stieg_TheGirlWhoPlayedWithFire_BS.txt",FIC,English,Unkown,2006,Stieg,Larsson,TheGirlWhoPlayedWithFire,0.28338889003913126,95,0.12569399504345186,0.6139910530393801,0.5808023572076156,0.34906869940953067,-3.1548,4.24,https://www.goodreads.com/search?q=Larsson+Stieg+The+Girl+Who+Played+With+Fire,0.374819509448254,Medium
"2006_Lemov,Rebecca_WorldasLaboratory_NF.txt",NON,English,Mixed Genre,2006,Lemov,Rebecca,WorldasLaboratory,0.1125944636534918,45,0.5017419880888829,0.8790326652197744,0.7296010879419765,0.11640721370243262,-2.8695,3.86,https://www.goodreads.com/search?q=+Worldas+Laboratory,0.5067902361648507,Hard
"2006_Mansfield,HarveyC_Manliness_NF.txt",NON,English,Mixed Genre,2006,Mansfield,HarveyC,Manliness,0.14633567292628558,72,0.3731729712996292,0.7372377451042783,0.7673390752493202,0.09491247303866564,-2.9307,4.2,https://www.goodreads.com/search?q=+Manliness,0.44648331736097013,Hard
"2006_Matar,Hisham_CountryofMen_PW.txt",FIC,English,Unkown,2006,Matar,Hisham,CountryofMen,0.09485358565049656,30,0.16037630801303537,0.5228502715209363,0.7275611967361744,0.22105506901672783,-2.9729,3.71,https://www.goodreads.com/search?q=+Countryof+Men,0.351891558423728,Medium
"2006_Michaels,WalterBenn_TheTroublewithDiversity_NF.txt",NON,English,Mixed Genre,2006,Michaels,WalterBenn,TheTroublewithDiversity,0.07067227064742541,43,0.5095538584178941,0.7147731357103432,0.5945149592021757,0.10772241224791419,-2.7149,3.61,https://www.goodreads.com/search?q=+The+Troublewith+Diversity,0.4433354860221974,Hard
"2006_Obama,Barack_AudacityofHope_NF.txt",NON,English,Mixed Genre,2006,Obama,Barack,AudacityofHope,0.16675569542502605,51,0.48087269211793293,0.7710100295136707,0.5418177697189481,0.18056125314995577,-2.8552,5.0,https://www.goodreads.com/search?q=+Audacityof+Hope,0.45961518765439735,Hard
"2006_Perle,Liz_MoneyMemoir_NF.txt",NON,English,Mixed Genre,2006,Perle,Liz,MoneyMemoir,0.08575608880791183,36,0.25565879348335346,0.6144000030595129,0.6227334542157752,0.3481396143296365,-2.9431,3.25,https://www.goodreads.com/search?q=Liz+Perle+Money+Memoir,0.40232786124678216,Hard
"2006_Powers,Richard_EchoMaker_PW.txt",FIC,English,Unkown,2006,Powers,Richard,EchoMaker,0.26670393451900315,47,0.07818154501038796,0.621465762850796,0.6166137805983682,0.3648631457677316,-3.1276,3.43,https://www.goodreads.com/search?q=Richard+Powers+Echo+Maker,0.3707133947983959,Medium
"2006_Quiviger,Pascale_PerfectCircle_PW.txt",FIC,English,Unkown,2006,Quiviger,Pascale,PerfectCircle,0.0596147608301069,13,0.2724985216119419,0.5851297867096152,0.615140525838622,0.23018869003291823,-2.8217,3.23,https://www.goodreads.com/search?q=Pascale+Quiviger+Perfect+Circle,0.37380283308282436,Medium
"2006_Salter,James_LastNight_PW.txt",FIC,English,Unkown,2006,Salter,James,LastNight,0.03422293077151356,34,0.06736440408695518,0.5121770616176282,0.5963281958295559,0.40761535305947716,-2.8823,3.86,https://www.goodreads.com/search?q=James+Salter+Last+Night,0.3268557364045702,Easy
"2006_Soucy,Gaetan_ImmaculateConception_PW.txt",FIC,English,Unkown,2006,Soucy,Gaetan,ImmaculateConception,0.12422479416413038,31,0.15073564275460982,0.6224248392979523,0.6941296464188578,0.26450766352254745,-2.994,3.74,https://www.goodreads.com/search?q=Gaetan+Soucy+Immaculate+Conception,0.3738556020906675,Medium
"2006_Sparks,Nicholas_DearJohn_BS.txt",FIC,English,Unkown,2006,Nicholas,Sparks,DearJohn,0.12810065080712507,14,0.15125363947518805,0.4690100072421122,0.7173617407071622,0.306087794251965,-3.0567,4.04,https://www.goodreads.com/search?q=Sparks+Nicholas+Dear+John,0.3566780653635168,Medium
"2006_Spiotta,Dana_EattheDocument_PW.txt",FIC,English,Unkown,2006,Spiotta,Dana,EattheDocument,0.10967376826297301,33,0.11543201525114433,0.6121556324664948,0.520172257479601,0.2500425235094259,-2.8326,3.64,https://www.goodreads.com/search?q=+Eatthe+Document,0.32207106409274494,Easy
"2006_Wagner,Bruce_TheChrysanthemumPalace_PW.txt",FIC,English,Unkown,2006,Wagner,Bruce,TheChrysanthemumPalace,0.09863282193558183,42,0.17979775626457642,0.6358708742754182,0.7055757026291933,0.29445279032836724,-2.9737,3.33,https://www.goodreads.com/search?q=Bruce+Wagner+The+Chrysanthemum+Palace,0.3909824825195269,Hard
"2006_Walter,Jess_TheZero_PW.txt",FIC,English,Unkown,2006,Walter,Jess,TheZero,0.16136704003533545,45,0.11946948304771698,0.5490845562384877,0.5328649138712602,0.37525460504593255,-2.9435,3.51,https://www.goodreads.com/search?q=Jess+Walter+The+Zero,0.3434183639489848,Easy
"2006_Waters,Sarah_NightWatch_PW.txt",FIC,English,Unkown,2006,Waters,Sarah,NightWatch,0.2662511991276562,51,0.13245923416436317,0.4938724333730476,0.634859474161378,0.35228476314762586,-3.1661,3.69,https://www.goodreads.com/search?q=Sarah+Waters+Night+Watch,0.36256622429848484,Medium
"2006_Windley,Carol_HomeSchooling_PW.txt",FIC,English,Unkown,2006,Windley,Carol,HomeSchooling,0.10624512584801618,66,0.16579602491455742,0.5623575753476496,0.7677923844061652,0.15980692182678136,-2.9502,3.36,https://www.goodreads.com/search?q=Carol+Windley+Home+Schooling,0.3583546963752881,Medium
"2007_Beah,Ishmael_ALongWayGone_NF.txt",NON,English,Mixed Genre,2007,Beah,Ishmael,AlongWayGone,0.10656949419242634,27,0.19098007971381228,0.5279890048920731,0.6702175883952857,0.24682645977133072,-2.9339,4.14,https://www.goodreads.com/search?q=+Along+Way+Gone,0.3569575839451242,Medium
